ticker,date,open,high,low,close,volume,closeadjusted,range_pct,next_day_range_pct
VTI,2001-01-02,58.50987987039453,58.50987987039453,58.50987987039453,58.50987987039453,0,38.53105231803296,0,0
VTI,2001-01-03,61.45405730355397,61.45405730355397,61.45405730355397,61.45405730355397,0,40.46990871223382,0,0
VTI,2001-01-04,60.80689395174438,60.80689395174438,60.80689395174438,60.80689395174438,0,40.04372624489455,0,0
VTI,2001-01-05,59.21128851483535,59.21128851483535,59.21128851483535,59.21128851483535,0,38.99295743961474,0,0
VTI,2001-01-08,59.112437336974246,59.112437336974246,59.112437336974246,59.112437336974246,0,38.92786005923553,0,0
VTI,2001-01-09,59.33471073117053,59.33471073117053,59.33471073117053,59.33471073117053,0,39.07423581320485,0,0
VTI,2001-01-10,59.90778295158135,59.90778295158135,59.90778295158135,59.90778295158135,0,39.451626362554336,0,0
VTI,2001-01-11,60.53037526491686,60.53037526491686,60.53037526491686,60.53037526491686,0,39.86162783668271,0,0
VTI,2001-01-12,60.144987976850345,60.144987976850345,60.144987976850345,60.144987976850345,0,39.607835181628744,0,0
VTI,2001-01-16,60.52035784153897,60.52035784153897,60.52035784153897,60.52035784153897,0,39.8550309702198,0,0
VTI,2001-01-17,60.65379748125204,60.65379748125204,60.65379748125204,60.65379748125204,0,39.94290621027282,0,0
VTI,2001-01-18,61.498474180795576,61.498474180795576,61.498474180795576,61.498474180795576,0,40.499158969191974,0,0
VTI,2001-01-19,61.2516297481252,61.2516297481252,61.2516297481252,61.2516297481252,0,40.33660222201174,0,0
VTI,2001-01-22,61.266372371209656,61.266372371209656,61.266372371209656,61.266372371209656,0,40.34631081793828,0,0
VTI,2001-01-23,62.06663219351158,62.06663219351158,62.06663219351158,62.06663219351158,0,40.87331331989928,0,0
VTI,2001-01-24,62.24448871046626,62.24448871046626,62.24448871046626,62.24448871046626,0,40.99043881691044,0,0
VTI,2001-01-25,61.933192553798506,61.933192553798506,61.933192553798506,61.933192553798506,0,40.78543807984626,0,0
VTI,2001-01-26,61.819598752852954,61.819598752852954,61.819598752852954,61.819598752852954,0,40.710632103540505,0,0
VTI,2001-01-29,62.24448871046626,62.24448871046626,62.24448871046626,62.24448871046626,0,40.99043881691044,0,0
VTI,2001-01-30,62.679207083469194,62.679207083469194,62.679207083469194,62.679207083469194,0,41.276717927564746,0,0
VTI,2001-01-31,62.333322464949475,62.333322464949475,62.333322464949475,62.333322464949475,0,41.04893933082676,0,0
VTI,2001-02-01,62.679207083469194,62.679207083469194,62.679207083469194,62.679207083469194,0,41.276717927564746,0,0
VTI,2001-02-02,61.582582735572224,61.582582735572224,61.582582735572224,61.582582735572224,0,40.55454775364464,0,0
VTI,2001-02-05,61.80485612976852,61.80485612976852,61.80485612976852,61.80485612976852,0,40.70092350761398,0,0
VTI,2001-02-06,61.71583336729704,61.71583336729704,61.71583336729704,61.71583336729704,0,40.64229852451912,0,0
VTI,2001-02-07,61.20702386289534,61.20702386289534,61.20702386289534,61.20702386289534,0,40.30722749587505,0,0
VTI,2001-02-08,60.8267397905119,60.8267397905119,60.8267397905119,60.8267397905119,0,40.056795508641805,0,0
VTI,2001-02-09,60.01154833713727,60.01154833713727,60.01154833713727,60.01154833713727,0,39.519959941575735,0,0
VTI,2001-02-12,60.718060197261174,60.718060197261174,60.718060197261174,60.718060197261174,0,39.98522573097824,0,0
VTI,2001-02-13,60.19923326948159,60.19923326948159,60.19923326948159,60.19923326948159,0,39.64355783587127,0,0
VTI,2001-02-14,60.08072526084122,60.08072526084122,60.08072526084122,60.08072526084122,0,39.56551566092334,0,0
VTI,2001-02-15,60.57479214215847,60.57479214215847,60.57479214215847,60.57479214215847,0,39.890878093640865,0,0
VTI,2001-02-16,59.428647701336814,59.428647701336814,59.428647701336814,59.428647701336814,0,39.13609699494189,0,0
VTI,2001-02-20,58.396286069448976,58.396286069448976,58.396286069448976,58.396286069448976,0,38.45624634172721,0,0
VTI,2001-02-21,57.31931855233126,57.31931855233126,57.31931855233126,57.31931855233126,0,37.74702096237582,0,0
VTI,2001-02-22,57.21063895908054,57.21063895908054,57.21063895908054,57.21063895908054,0,37.67545118471226,0,0
VTI,2001-02-23,56.894428594717965,56.894428594717965,56.894428594717965,56.894428594717965,0,37.467214249005885,0,0
VTI,2001-02-26,57.88728755705902,57.88728755705902,57.88728755705902,57.88728755705902,0,38.12105084390459,0,0
VTI,2001-02-27,57.44765497636127,57.44765497636127,57.44765497636127,57.44765497636127,0,37.831535534608115,0,0
VTI,2001-02-28,56.63756673866972,56.63756673866972,56.63756673866972,56.63756673866972,0,37.298060635362766,0,0
VTI,2001-03-01,56.69691524698403,56.69691524698403,56.69691524698403,56.69691524698403,0,37.337143957425994,0,0
VTI,2001-03-02,56.37579067492665,56.37579067492665,56.37579067492665,56.37579067492665,0,37.125670823077456,0,0
VTI,2001-03-05,56.71165787006848,56.71165787006848,56.71165787006848,56.71165787006848,0,37.346852553352534,0,0
VTI,2001-03-06,57.27981588278448,57.27981588278448,57.27981588278448,57.27981588278448,0,37.72100690405984,0,0
VTI,2001-03-07,57.655185747473105,57.655185747473105,57.655185747473105,57.655185747473105,0,37.9682026926509,0,0
VTI,2001-03-08,57.793539594881,57.793539594881,57.793539594881,57.793539594881,0,38.0593141313461,0,0
VTI,2001-03-09,56.360859043853935,56.360859043853935,56.360859043853935,56.360859043853935,0,37.11583775797238,0,0
VTI,2001-03-12,53.925491115096186,53.925491115096186,53.925491115096186,53.925491115096186,0,35.51205239241559,0,0
VTI,2001-03-13,54.735579352787745,54.735579352787745,54.735579352787745,54.735579352787745,0,36.045527291660946,0,0
VTI,2001-03-14,53.322744640528214,53.322744640528214,53.322744640528214,53.322744640528214,0,35.11512018203449,0,0
VTI,2001-03-15,53.638955004890775,53.638955004890775,53.638955004890775,53.638955004890775,0,35.32335711774085,0,0
VTI,2001-03-16,52.58391241441148,52.58391241441148,52.58391241441148,52.58391241441148,0,34.628570163100726,0,0
VTI,2001-03-19,53.510240564884256,53.510240564884256,53.510240564884256,53.510240564884256,0,35.238593607151465,0,0
VTI,2001-03-20,52.222340132866,52.222340132866,52.222340132866,52.222340132866,0,34.39046062454348,0,0
VTI,2001-03-21,51.28618356700359,51.28618356700359,51.28618356700359,51.28618356700359,0,33.77396478320838,0,0
VTI,2001-03-22,51.07808577192698,51.07808577192698,51.07808577192698,51.07808577192698,0,33.636924217629954,0,0
VTI,2001-03-23,52.09853990055429,52.09853990055429,52.09853990055429,52.09853990055429,0,34.308933312596274,0,0
VTI,2001-03-26,52.68295260026085,52.68295260026085,52.68295260026085,52.68295260026085,0,34.693792012658484,0,0
VTI,2001-03-27,54.030201540593424,54.030201540593424,54.030201540593424,54.030201540593424,0,35.58100831732971,0,0
VTI,2001-03-28,52.717541062112815,52.717541062112815,52.717541062112815,52.717541062112815,0,34.71656987233228,0,0
VTI,2001-03-29,52.47485480518423,52.47485480518423,52.47485480518423,52.47485480518423,0,34.55675144708006,0,0
VTI,2001-03-30,53.034696466416705,53.034696466416705,53.034696466416705,53.034696466416705,0,34.925429153931375,0,0
