Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2009-12-31,7.6117859999999995,7.619643000000001,7.52,7.526071,6.405576,352410800,AAPL
2010-01-04,7.622499999999999,7.660713999999999,7.585,7.6432139999999995,6.50528,493729600,AAPL
2010-01-05,7.664285999999999,7.699643000000001,7.616071,7.656429,6.516527,601904800,AAPL
2010-01-06,7.656429,7.686786,7.5267859999999995,7.534643000000001,6.4128739999999995,552160000,AAPL
2010-01-07,7.562499999999999,7.571429000000001,7.466071,7.520713999999999,6.401016,477131200,AAPL
2010-01-08,7.510713999999999,7.571429000000001,7.466429000000001,7.570714,6.443574,447610800,AAPL
2010-01-11,7.6,7.607143,7.444643000000001,7.503929,6.386732,462229600,AAPL
2010-01-12,7.471071000000001,7.491786,7.372143,7.418571,6.314081999999999,594459600,AAPL
2010-01-13,7.423929,7.533214,7.289286000000001,7.523213999999999,6.4031460000000004,605892000,AAPL
2010-01-14,7.503929,7.5164290000000005,7.465,7.479643000000002,6.366061,432894000,AAPL
2010-01-15,7.533214,7.557143,7.352499999999999,7.354643,6.259671000000001,594067600,AAPL
2010-01-19,7.4403570000000006,7.685357,7.401429000000001,7.68,6.53659,730007600,AAPL
2010-01-20,7.675357,7.698213999999999,7.482143000000001,7.561786,6.435976,612152800,AAPL
2010-01-21,7.574286,7.618213999999999,7.4003570000000005,7.431071000000001,6.324719999999999,608154400,AAPL
2010-01-22,7.385,7.410714,7.041429000000001,7.062499999999999,6.0110220000000005,881767600,AAPL
2010-01-25,7.2325,7.310713999999999,7.149643000000001,7.2524999999999995,6.172734999999999,1065699600,AAPL
2010-01-26,7.355357,7.632499999999999,7.235,7.3549999999999995,6.259974,1867110000,AAPL
2010-01-27,7.387499999999999,7.520713999999999,7.126071,7.4242859999999995,6.318944999999999,1722568400,AAPL
2010-01-28,7.318929,7.339286,7.0964290000000005,7.117499999999999,6.057833999999999,1173502400,AAPL
2010-01-29,7.1814290000000005,7.2214290000000005,6.794643000000001,6.859286,5.838064,1245952400,AAPL
2010-02-01,6.870357,7,6.832143,6.954643000000001,5.919226000000001,749876400,AAPL
2010-02-02,6.996786,7.011429000000001,6.906429000000001,6.995,5.953572,698342400,AAPL
2010-02-03,6.970357000000001,7.1499999999999995,6.943571,7.1153569999999995,6.056011,615328000,AAPL
2010-02-04,7.026071,7.084643000000001,6.841786,6.858929,5.837762000000001,757652000,AAPL
2010-02-05,6.8796430000000015,7,6.816071,6.980714,5.941414,850306800,AAPL
2010-02-08,6.988929000000001,7.067143,6.928571,6.932857,5.9006810000000005,478270800,AAPL
2010-02-09,7.015,7.053571,6.955357,7.006786,5.963604,632886800,AAPL
2010-02-10,6.996071000000001,7.021429,6.937857,6.968571,5.931078000000001,370361600,AAPL
2010-02-11,6.96,7.133929,6.930714,7.095357,6.038988,550345600,AAPL
2010-02-12,7.075357,7.201429000000001,6.982143000000001,7.156429,6.090968,655468800,AAPL
2010-02-16,7.212143,7.274643000000001,7.197143,7.264285999999999,6.182768,543737600,AAPL
2010-02-17,7.2924999999999995,7.296786,7.173571,7.233929000000001,6.156929999999999,436396800,AAPL
2010-02-18,7.201071000000001,7.281786,7.175713999999999,7.2475,6.168479,422825200,AAPL
2010-02-19,7.2092860000000005,7.257143,7.182499999999999,7.2025,6.130179,415469600,AAPL
2010-02-22,7.226429,7.232143000000001,7.113929,7.157856999999999,6.092183999999999,390563600,AAPL
2010-02-23,7.142856999999999,7.190357,6.989643000000002,7.037857,5.99005,575094800,AAPL
2010-02-24,7.079643000000002,7.194285999999999,7.065713999999999,7.166429,6.099481,460566400,AAPL
2010-02-25,7.049286,7.245,7.031786,7.2142859999999995,6.140213999999999,665126000,AAPL
2010-02-26,7.227856999999999,7.327499999999999,7.2142859999999995,7.307856999999999,6.21985,507460800,AAPL
2010-03-01,7.348214,7.482143000000001,7.3374999999999995,7.463929,6.3526869999999995,550093600,AAPL
2010-03-02,7.4975,7.529643000000001,7.4192860000000005,7.458929,6.34843,566546400,AAPL
2010-03-03,7.462143,7.495357,7.426429000000001,7.476071000000001,6.363021,372052800,AAPL
2010-03-04,7.474286,7.532857,7.451071000000001,7.525357,6.40497,366041200,AAPL
2010-03-05,7.676429000000001,7.8464290000000005,7.665356999999999,7.819643000000001,6.655441,899620400,AAPL
2010-03-08,7.857499999999999,7.860357,7.794643000000001,7.824285999999999,6.659394,429889600,AAPL
2010-03-09,7.796786,8.035714,7.781786,7.965,6.7791570000000005,920259200,AAPL
2010-03-10,7.9939290000000005,8.052857000000001,7.971429000000001,8.03,6.834480999999999,596218000,AAPL
2010-03-11,7.996786,8.053571,7.975714,8.053571,6.854543,405700400,AAPL
2010-03-12,8.120356999999998,8.133213999999999,8.062500000000002,8.092857,6.887980999999999,416323600,AAPL
2010-03-15,8.049286,8.053571,7.866071,7.994286,6.804082999999999,493502800,AAPL
2010-03-16,8.006429,8.035,7.946786,8.016070999999998,6.822626,446908000,AAPL
2010-03-17,8.032143,8.0875,7.973929000000001,8.004286,6.812593999999999,450956800,AAPL
2010-03-18,8.003570999999999,8.035714,7.950357,8.023214,6.828704999999999,342109600,AAPL
2010-03-19,8.028213999999998,8.044286,7.901071000000001,7.9375,6.755751,559445600,AAPL
2010-03-22,7.873929,8.071429,7.862499999999999,8.026786000000001,6.8317440000000005,456419600,AAPL
2010-03-23,8.058570999999999,8.170714,8.003570999999999,8.155714000000001,6.941477000000001,602431200,AAPL
2010-03-24,8.129999999999999,8.221428999999999,8.125357,8.191786,6.972179000000001,597780400,AAPL
2010-03-25,8.247142999999998,8.248928999999997,8.080357,8.094643,6.8895,542284400,AAPL
2010-03-26,8.176786000000002,8.283928999999999,8.162500000000001,8.246429,7.018687,640875200,AAPL
2010-03-29,8.321429,8.352500000000003,8.272143,8.299643,7.063979,540744400,AAPL
2010-03-30,8.450000000000001,8.481429,8.366071,8.423214,7.169150999999999,527310000,AAPL
2010-03-31,8.410357,8.450357,8.373571,8.392857000000001,7.143312,430659600,AAPL
2010-04-01,8.478928999999999,8.526070999999998,8.312500000000002,8.4275,7.172799,603145200,AAPL
2010-04-05,8.392143,8.518213999999999,8.384643,8.5175,7.2494000000000005,684507600,AAPL
2010-04-06,8.507143,8.58,8.464286000000001,8.555000000000001,7.281318000000001,447017200,AAPL
2010-04-07,8.555357,8.639999999999999,8.523570999999999,8.592857,7.313537999999999,628502000,AAPL
2010-04-08,8.587143,8.626429,8.501429,8.569643000000001,7.29378,572989200,AAPL
