Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2009-12-31,126.586998,127.00764500000001,125,125.143402,79.387985,4417676,IBM
2010-01-04,125.41108700000001,127.12236799999998,125.09560400000001,126.62523699999998,80.32804099999998,6438444,IBM
2010-01-05,125.889099,126.05162800000001,124.37858599999998,125.09560400000001,79.35768900000001,7156104,IBM
2010-01-06,124.933075,125.707458,124.10134099999999,124.28298199999999,78.842186,5863144,IBM
2010-01-07,124.158699,124.521988,123.24092100000001,123.85277599999998,78.56926700000001,6109268,IBM
2010-01-08,123.393883,125.162521,123.374763,125.09560400000001,79.35768900000001,4390271,IBM
2010-01-11,125.29636400000001,125.29636400000001,123.011475,123.785851,78.52681,5993998,IBM
2010-01-12,123.355644,125.554497,123.32695799999999,124.770554,79.15148199999999,8453249,IBM
2010-01-13,124.65582999999998,125.353729,123.479927,124.502869,78.98167400000001,6752348,IBM
2010-01-14,124.80879199999998,126.87380199999998,124.19693799999999,126.49139400000001,80.24314100000001,7438943,IBM
2010-01-15,126.223709,127.045891,125.32504999999999,125.98470300000001,79.921722,8885142,IBM
2010-01-19,125.841301,128.346085,125.77437599999999,128.240921,81.35299699999999,14556345,IBM
2010-01-20,124.72275499999999,125.38240799999998,123.27916,124.521988,78.993774,15896585,IBM
2010-01-21,124.732315,124.942642,122.42829900000001,123.32695799999999,78.235703,10050596,IBM
2010-01-22,123.011475,123.221794,119.85659799999999,119.980881,76.113007,10552676,IBM
2010-01-25,120.77437599999999,121.309753,120.181641,120.573616,76.489052,6002471,IBM
2010-01-26,120.38240799999998,122.131927,119.894836,120.219887,76.26464800000001,7463524,IBM
2010-01-27,120.286804,121.37667099999999,119.54110700000001,120.77437599999999,76.616379,9120283,IBM
2010-01-28,121.44359600000001,121.453156,117.638626,118.30783799999999,75.051674,10064821,IBM
2010-01-29,118.85277599999998,119.502869,116.53920000000001,117.00764500000001,74.226883,12103475,IBM
2010-02-01,117.810707,119.45506999999999,117.380501,119.18737799999998,75.609627,7576073,IBM
2010-02-02,119.302101,120.27724500000001,118.499046,120.00956000000001,76.131218,6171295,IBM
2010-02-03,119.65582999999998,120.52580999999999,119.569794,120.13384199999999,76.210037,4369247,IBM
2010-02-04,119.684509,119.92351500000001,117.49521600000001,117.59082000000001,74.596802,9546737,IBM
2010-02-05,117.629066,118.27916,116.472275,118.087952,74.912186,9013382,IBM
2010-02-08,117.73422200000002,117.801147,116.38623,116.520073,74.248177,5981551,IBM
2010-02-09,117.25621000000001,118.738052,117.07457,117.791588,75.05839499999999,6322547,IBM
2010-02-10,117.53346300000001,118.21223400000001,116.835564,117.40918,74.81472000000001,5459179,IBM
2010-02-11,117.189293,118.738052,116.692162,118.288719,75.37517499999998,5323094,IBM
2010-02-12,117.60037999999999,118.59464300000002,116.261948,118.54684400000001,75.539658,8386514,IBM
2010-02-16,119.41682400000002,119.72275499999999,118.65200799999998,119.72275499999999,76.28896300000001,7089056,IBM
