DDMMYYYY, target, H, L, C, velocity3N, velocity5N, velocity10N, accel3N, accel5N, accel10N, cubic10N, cubic25N, cubic50N,"	mom3N", mom5N, mom10N, closeDevMA3N, closeDevMA5N, closeDevMA10N, linDev3N, linDev5N, linDev10N, quadDev3N, quadDev5N, quadDev10N, cubicDev3N, cubicDev5N, cubicDev10N, apc3N, apc5N, apc10N, priceVarRat3N, priceVarRat5N, priceVarRat10N, deltaPVR3N, deltaPVR5N, deltaPVR10N, atrRat3N, atrRat5N, atrRat10N, deltaATRrat3N, deltaATRrat5N, deltaATRrat10N, bWdith3N, bWdith5N, bWdith10N, deltabWidth3N, deltabWidth5N, deltabWidth10N, MMIFasterN, MMIFastestN," 	deltaMMIFastest3N", deltaMMIFastest5N, deltaMMIFastest10N, HurstMod, HurstFast, HurstFaster, ibsOneN, trendNorm, ctoCNorm, highDistNorm, lowDistNorm, trendDevSlowNorm, trendDevFastNorm, priceVRSNorm, priceVRFNorm, atrRatSlowNorm, atrRatFastNorm, bWidthSlowNorm, bWidthFastNorm, ATRWeek, ATRFast, ATRMod, ATRSlow
09.05.2012,-25.244,1.30646,1.30008,1.30243,-0.31093,-0.37027,-0.21488,0.07944,0.75977,0.86246,0.79859,0.25886,-0.65256,0.0881,-0.07062,-0.10188,-0.27984,-0.49149,-0.71405,0.21159,0.24121,0.22165,-0.00078,-0.53777,-0.65006,-0.00078,-0.53777,-0.65006,-0.51384,-0.95574,-0.51585,-0.00231,0.25018,-0.0852,0.15144,0.57802,0.71987,0.13096,0.30265,0.26581,0.52003,0.76114,0.38707,0.68585,0.62816,0.17304,-0.0934,0.52108,0.85987,0.25,0.71429,0,0.33333,0,0.50433,0.31231,0.28827,-0.27253,-0.88428,0.16079,0.21084,0.76454,-0.94184,-0.54957,-0.70549,0.88967,0.17454,0.48842,-1,-0.76018,0.01025,0.01067,0.01275,0.01501
10.05.2012,-26.728,1.30426,1.29641,1.29922,-0.09292,-0.19334,-0.12102,0.2921,0.81327,0.94995,0.94276,0.52215,-0.69906,-0.0972,0.36588,-0.38652,-0.11201,-0.47826,-0.79961,-0.02012,0.03619,0.05614,-0.21976,-0.642,-0.79524,-0.21976,-0.642,-0.79524,-0.52989,-0.67961,-0.69304,-0.73223,-0.09885,0.48769,-0.22938,0.42011,1,-0.25738,-0.05463,-0.02576,0.19305,0.20363,0.44328,0.29653,0.48439,0.60048,-0.3769,0.68615,1,0.14286,0.42857,-0.66667,0,0,0.45761,0.35823,0.40325,-0.29449,-1,-0.14479,0.36785,0.87595,-1,-0.5954,-0.4377,1,-0.08787,0.22583,-0.99308,-0.47577,0.00991,0.0105,0.01272,0.015
11.05.2012,-27.419,1.29974,1.29103,1.29585,-0.12492,-0.19776,-0.14365,0.35494,0.88499,1,1,0.71361,-0.44408,0.39945,-0.07877,-0.45398,-0.30716,-0.43912,-0.84338,-0.04195,0.00551,0.01267,-0.29105,-0.73547,-0.87715,-0.29105,-0.73547,-0.87715,-0.14616,-0.76665,-0.97694,-0.38518,0.09087,1,-0.098,0.38575,1,-0.37444,-0.16865,-0.09731,-1,0.47169,0.47467,0.54535,0.57406,0.85256,-0.22223,0.14195,1,0.14286,-0.2,-1,-0.33333,-0.11111,0.42904,0.37958,0.44152,0.11868,-1,-0.15692,0.53351,0.8131,-1,-0.62163,0.09428,1,-0.19403,0.21098,-0.9801,-0.04593,0.00974,0.01045,0.01261,0.01499
14.05.2012,-32.732,1.29781,1.2904,1.29243,0.09877,0.03485,-0.02564,0.59703,0.95477,1,1,0.88922,-0.09767,-0.29556,-0.03616,0.16545,-0.33372,-0.39498,-0.93649,-0.29032,-0.2507,-0.17802,-0.55012,-0.86487,-1,-0.55012,-0.86487,-1,-0.35714,-0.81841,-0.85621,-0.69702,-0.45677,1,-0.35227,-0.00239,1,-0.61336,-0.42779,-0.29223,-0.58835,0.28977,0.32226,0.33929,0.26997,0.98366,-0.41423,-0.18941,1,-0.42857,-1,-1,-1,-1,0.40973,0.39744,0.44239,-0.50794,-1,-0.16119,0.70252,0.98421,-1,-0.64376,0.59072,0.86842,-0.36957,0.03126,-0.96546,0.26295,0.0094,0.01035,0.01247,0.01498
15.05.2012,-15.935,1.29563,1.28724,1.28838,0.18863,0.0836,-0.00714,0.69975,1,1,1,0.9571,0.18359,-0.10189,0.49794,-0.51173,-0.39913,-0.52958,-0.99129,-0.40019,-0.33411,-0.24215,-0.66271,-0.94348,-1,-0.66271,-0.94348,-1,-0.39646,-0.46907,-1,-0.90962,-0.51348,1,-0.08711,-0.36768,1,-0.6369,-0.49644,-0.35343,-0.35002,-1,0.29619,-0.01062,0.22852,1,-0.38595,-0.45664,1,-0.14286,-1,-1,-1,-1,0.3938,0.41616,0.462,-0.80698,-1,-0.20769,0.90382,1,-1,-0.71435,1,0.518,-0.38688,-0.07153,-0.94616,0.54833,0.00926,0.01026,0.01237,0.01494
16.05.2012,-124.124,1.28839,1.2813,1.28644,0.19918,0.20398,0.11694,0.94505,1,1,1,1,0.52357,0.02129,-0.15675,-0.26586,-0.25266,-0.438,-0.88578,-0.54351,-0.53878,-0.44445,-0.93789,-1,-1,-0.93789,-1,-1,-0.33202,-0.60787,-1,-0.25235,-0.36544,1,0.07189,-0.377,1,-0.79733,-0.68503,-0.47438,-0.37836,-0.66621,0.40658,0.61743,0.35452,1,-0.11384,-0.41761,1,-0.14286,-1,-1,-1,-1,0.36865,0.45487,0.54843,0.46877,-1,-0.05469,1,0.75701,-1,-0.62271,1,0.15826,-0.3455,-0.36562,-0.9091,0.93571,0.00895,0.0101,0.01217,0.01493
17.05.2012,7.834,1.28654,1.26803,1.27129,-0.99258,-0.99253,-0.92152,-0.11348,0.75618,0.66453,0.57105,0.48428,0.4085,-0.6843,-0.70266,-0.36441,-1,-1,-1,0.67524,0.64813,0.65161,0.18528,-0.49963,-0.40626,0.18528,-0.49963,-0.40626,-0.88108,-1,-1,0.67958,0.19643,1,0.7094,0.10589,1,0.65581,0.80315,0.84269,0.72707,0.54458,1,0.87111,0.6534,1,0.21605,-0.13952,1,-0.42857,-1,-0.5,-0.77778,-1,0.3239,0.51394,0.77249,-0.71984,-1,-1,1,0.86882,-1,-1,1,-0.15871,0.63179,1,-0.84702,1,0.01031,0.01042,0.01221,0.01494
18.05.2012,-41.882,1.27579,1.2687,1.27224,-0.77276,-0.86993,-0.76925,0.18452,0.81717,0.75986,0.69678,0.69084,0.68455,0.21619,0.29092,0.11039,-0.32681,-0.61299,-0.77369,0.41584,0.44472,0.43546,-0.11433,-0.62718,-0.5653,-0.11433,-0.62718,-0.5653,-0.66615,-0.85302,-0.9768,-0.07373,0.56239,1,0.43225,0.19932,1,0.05035,0.30456,0.4926,0.3469,0.29713,1,0.70684,0.79297,1,0.34926,-0.10818,1,-0.71429,-1,-0.5,-0.77778,-1,0.26683,0.56385,0.94225,-0.01993,-1,0.16675,0.7559,0.81063,-0.92182,-0.6892,1,-0.29521,0.4388,0.56537,-0.78417,1,0.00985,0.01022,0.01213,0.01494
21.05.2012,85.052,1.27361,1.26412,1.26719,-0.7633,-0.94513,-0.83685,0.20251,0.84538,0.77595,0.70389,0.76818,0.8295,-0.22693,-0.07971,-0.16929,-0.17212,-0.6182,-0.80467,0.40168,0.47527,0.4635,-0.13291,-0.65679,-0.58417,-0.13291,-0.65679,-0.58417,-0.8186,-0.92296,-1,-0.71349,0.40593,0.86176,-0.23255,0.40669,0.9287,-0.01019,0.2818,0.51898,0.41216,0.45238,1,0.37172,0.76739,0.98372,-0.34186,0.06679,1,-1,-1,-0.5,-0.55556,-1,0.21038,0.59241,1,-0.40066,-1,-0.27095,0.95337,0.87987,-1,-0.71484,1,-0.47142,0.47987,0.56768,-0.71246,1,0.0098,0.01014,0.01206,0.01491
22.05.2012,20.369,1.28117,1.26412,1.27744,-0.99104,-1,-1,-0.22939,0.56794,0.59275,0.50817,0.47844,0.73092,1,0.90137,1,0.73814,0.34115,-0.08853,0.72783,0.81717,0.86014,0.29823,-0.24757,-0.31799,0.29823,-0.24757,-0.31799,0.42087,-0.31166,-0.40859,-0.82461,-0.4967,0.60996,-0.76717,-0.04176,0.60403,0.59676,0.9576,1,-0.14065,0.93607,0.3124,0.23677,0.32745,0.9155,-0.62072,-0.18355,0.60183,-1,-0.77778,-0.25,-0.11111,-0.83333,0.16388,0.6052,1,0.49271,-1,0.8439,0.01766,0.25463,-0.61885,0.05869,1,-0.58157,0.98602,1,-0.65436,1,0.01042,0.01029,0.01205,0.01493
23.05.2012,-114.408,1.28232,1.27242,1.27989,-0.77896,-0.81279,-0.94267,-0.18983,0.47192,0.5433,0.53222,0.47779,0.77614,-0.11404,0.29397,-0.00899,0.72955,0.61856,0.15006,0.5989,0.69659,0.81096,0.25997,-0.18541,-0.28707,0.25997,-0.18541,-0.28707,0.49813,-0.11459,-0.36297,-0.49232,-0.82572,0.17937,-0.21074,-0.29465,0.15692,0.40575,0.84946,0.98298,0.13011,0.98962,0.61112,0.55719,-0.11103,0.73962,-0.27294,-0.53817,0.29627,-0.75,-0.33333,0.5,0.55556,-0.5,0.13324,0.60701,1,0.53281,-1,0.27505,-0.07916,0.10667,-0.5005,0.32242,1,-0.72058,1,0.94194,-0.605,1,0.01035,0.01028,0.01203,0.01493
24.05.2012,-103.96,1.28057,1.26441,1.26606,-1,-1,-1,-0.69333,-1,0.37506,0.19782,0.08146,0.62816,-0.58755,0.10158,-0.60182,-0.66648,-0.28724,-0.33952,1,1,1,0.73053,1,-0.03824,0.73053,1,-0.03824,0.09235,-0.01647,-0.60691,-0.67004,-0.82258,-0.09644,0.02608,-0.59085,-0.26368,1,1,1,0.64905,0.55582,1,0.44262,-0.08351,0.6083,-0.11468,-0.70864,0.0342,-0.75,-0.11111,1,0.77778,-0.16667,0.11688,0.60578,1,-0.88012,-1,-0.909,0.29543,0.94942,-0.91318,-0.31501,1,-0.80515,1,1,-0.51815,1,0.01118,0.01053,0.01209,0.01496
25.05.2012,37.547,1.26863,1.25326,1.25359,-1,-1,-1,-1,0.26875,0.1969,0.06712,-0.25451,0.57163,-1,-0.80303,-0.5381,-1,-0.83432,-0.68249,1,1,1,1,0.18715,0.16189,1,0.18715,0.16189,-1,-0.62572,-0.8849,1,-0.24686,-0.018,0.95649,-0.47965,-0.49779,1,1,1,0.53812,1,1,1,0.56024,0.69908,0.38312,-0.3919,-0.05421,-1,-0.11111,0.75,1,0,0.11882,0.63547,1,-1,-1,-0.81949,0.72506,1,-1,-0.80898,1,-0.79253,1,1,-0.36342,1,0.01178,0.01074,0.01199,0.01497
28.05.2012,4.519,1.26187,1.25173,1.25809,-1,-1,-1,-0.91706,0.23081,0.19233,0.16979,-0.19442,0.81148,0.03438,0.61585,0.31154,0.0962,-0.43115,-0.33148,0.98036,1,0.97633,0.9288,0.19043,0.14861,0.9288,0.19043,0.14861,-0.9143,-0.22493,-0.69378,0.4114,0.43885,-0.01272,0.47935,-0.03319,-0.67664,0.65654,0.81718,0.9428,0.37382,0.84074,1,0.91393,0.87384,0.73748,0.0914,-0.17882,-0.10568,-1,0.11111,0.5,1,0.5,0.14002,0.68674,1,0.29727,-1,0.42951,0.45577,0.61818,-0.81705,-0.30566,1,-0.79948,0.99265,0.90072,-0.19009,1,0.01158,0.01071,0.01199,0.01496
29.05.2012,-13.874,1.26234,1.24948,1.25863,-0.97218,-1,-1,-1,0.25699,0.18191,-0.02444,-0.26906,0.81594,0.54343,-0.56991,0.14457,0.37905,-0.14255,-0.16158,0.99553,1,1,1,0.20069,0.17678,1,0.20069,0.17678,-0.22384,-0.66544,-0.57762,-0.89278,0.44633,-0.21672,-0.10941,0.44928,-0.82655,0.71032,0.91509,1,-0.0603,0.55183,1,0.16438,0.89588,0.62396,-0.36461,0.1114,-0.18984,-1,0.33333,0.5,1,0.83333,0.1677,0.71333,1,0.45457,-1,0.13729,0.0761,0.46567,-0.74928,-0.04581,0.91882,-0.84559,1,0.96173,-0.056,1,0.01176,0.0108,0.01195,0.01495
30.05.2012,-99.273,1.25966,1.25083,1.25698,-0.85095,-0.87052,-0.91727,-0.80072,0.30328,0.25767,0.0581,-0.10422,0.93318,0.4002,-0.22625,-0.06773,0.24308,0.04327,-0.11843,0.86787,0.87164,0.89786,0.82768,0.11415,0.08078,0.82768,0.11415,0.08078,0.3093,-0.84948,-0.57059,-0.98784,-0.39171,-0.31807,-1,0.17943,-0.92804,0.30583,0.62445,0.84677,-0.68635,0.33921,0.92963,-0.40648,0.53348,0.57429,-1,0.15919,-0.24397,-0.77778,0.33333,0.5,0.63636,1,0.19155,0.71908,1,0.42288,-1,-0.02401,0.15243,0.56505,-0.7465,0.05845,0.75293,-0.85541,0.95223,0.71687,0.08179,0.9751,0.01134,0.01073,0.01189,0.01491
31.05.2012,-41.398,1.25737,1.24374,1.24517,-1,-0.95987,-1,-0.97945,0.09241,0.23255,0.08019,-0.24028,0.8605,-0.73277,0.13555,0.0694,-0.5267,-0.36096,-0.5283,1,0.97208,1,0.9824,0.30558,0.13624,0.9824,0.30558,0.13624,-0.44107,-0.73132,-0.44501,-0.78238,-0.85436,-0.23032,-0.59267,-0.0675,-0.88865,0.56035,0.82485,1,-0.18304,0.05651,0.55942,0.40113,-0.04534,0.68404,-0.41004,-0.22172,-0.19672,-1,0.33333,0.25,0.45455,1,0.21221,0.72305,1,-0.82409,-1,-0.77703,0.45559,0.93249,-1,-0.40606,0.53988,-0.7962,1,0.85477,0.26855,0.93293,0.01167,0.01086,0.0119,0.01489
01.06.2012,-46.443,1.24707,1.2357,1.24025,-1,-1,-1,-0.97434,0.29652,0.29088,0.09269,-0.23618,0.8852,-0.28269,0.48367,-0.37236,-0.4008,-0.53765,-0.61082,1,1,1,0.97785,0.1669,0.09315,0.97785,0.1669,0.09315,-0.73438,-0.38746,-0.61775,-0.00856,-0.45562,0.07027,0.47328,-0.16132,-0.79544,0.48119,0.77727,1,-0.29493,-0.35676,0.70333,0.87151,0.53927,0.92862,0.39527,-0.25888,-0.09278,-1,0.33333,0,0.45455,1,0.2373,0.73744,0.90724,-0.20171,-1,-0.26926,0.65798,0.7403,-1,-0.44089,0.48476,-0.68026,1,0.79643,0.54,0.96173,0.01163,0.01083,0.01188,0.01485
04.06.2012,57.699,1.24171,1.23226,1.23473,-1,-1,-1,-0.90991,0.27188,0.37145,0.17839,-0.1728,0.93859,-0.2205,-0.60368,-0.11048,-0.2049,-0.61804,-0.73062,0.98692,1,1,0.92251,0.16573,0.02077,0.92251,0.16573,0.02077,-0.91396,-0.79864,-0.58187,-0.29648,-0.18316,0.28682,0.37435,-0.38039,-0.56945,0.32555,0.6497,0.93061,-0.08548,-0.30475,0.63842,0.79679,0.75886,1,0.72279,-0.31794,0.02416,-0.83333,-0.11111,-0.5,-0.09091,0.84615,0.26664,0.75465,0.85172,-0.54844,-1,-0.31572,0.88696,0.86752,-1,-0.48417,0.34072,-0.55808,0.96182,0.70619,0.8917,0.95882,0.01146,0.01082,0.01189,0.01485
05.06.2012,26.6,1.2459,1.22866,1.2416,-1,-1,-1,-1,0.10399,0.25307,0.03017,-0.49045,0.73828,0.7591,0.43594,-0.24188,0.66111,0.19974,-0.20347,1,1,1,1,0.38288,0.19124,1,0.38288,0.19124,0.04512,-0.53541,-0.73845,-0.97642,-0.39335,0.16463,-0.07983,-0.49578,-0.48689,0.97249,1,1,0.24481,0.10161,0.7309,-0.15941,0.65783,0.98297,-0.44157,-0.39525,0.05556,-0.83333,0.11111,-0.25,-0.09091,0.84615,0.292,0.76541,0.81433,0.53692,-1,0.61158,0.53246,0.22528,-0.75996,0.13953,0.24461,-0.57289,1,1,1,0.95775,0.01229,0.0111,0.01191,0.01488
06.06.2012,56.525,1.25413,1.2412,1.24477,-0.87819,-0.92115,-0.98153,-1,0.13227,0.13686,-0.0834,-0.55246,0.6977,0.30198,0.33757,-0.03877,0.82644,0.60592,0.10398,0.94718,0.96891,1,1,0.37651,0.27843,1,0.37651,0.27843,0.64666,-0.28003,-0.69834,-0.41099,-0.65846,-0.35676,-0.18673,-0.19206,-0.54474,0.92171,1,1,0.26869,0.39176,0.78861,0.77294,0.42408,0.66869,-0.1366,-0.31442,-0.04056,-0.83333,0.33333,0,0.09091,0.69231,0.31672,0.77071,0.90164,-0.46324,-1,0.33377,0.40513,0.03309,-0.62634,0.48654,0.05437,-0.74127,1,0.9899,1,0.88222,0.01238,0.01119,0.01192,0.01488
07.06.2012,26.845,1.25198,1.24086,1.2515,-0.85728,-0.82563,-0.92433,-0.93826,-0.32214,0.03502,-0.10015,-0.50688,0.72598,0.48172,1,0.97168,0.94665,1,0.5258,0.91816,0.90147,0.95391,0.94913,0.64646,0.33345,0.94913,0.64646,0.33345,1,0.62586,-0.11155,-0.61698,-0.77582,-0.69361,-0.1447,-0.00901,-0.58361,0.69183,0.86547,0.95796,0.20621,0.06401,0.43616,0.6583,0.26849,0.31703,-0.16295,-0.04854,-0.18895,-1,-0.11111,0,-0.27273,0.23077,0.35189,0.80835,1,0.9717,-0.98388,0.59708,-0.34435,-0.49352,-0.3945,0.99115,-0.12313,-0.86911,0.99301,0.90897,1,0.80775,0.0122,0.0112,0.01191,0.01488
08.06.2012,-49.455,1.25844,1.244,1.2547,-0.89143,-0.81756,-0.93898,-1,-0.06008,-0.03526,-0.207,-0.64089,0.63907,-0.21916,0.40523,0.73896,0.8148,1,0.6603,0.97022,0.93048,0.99226,1,0.51248,0.40503,1,0.51248,0.40503,0.82572,1,0.37509,-0.75356,-0.54075,-0.77064,0.13403,-0.09578,-0.68264,0.90261,1,1,-0.1609,0.28305,0.26307,0.53982,0.58918,0.20776,0.39006,-0.21435,-0.31715,-1,0.11111,0,-0.09091,0.38462,0.39985,0.86428,1,0.51671,-0.9457,0.33411,-0.72077,-0.8204,-0.26815,1,-0.30158,-0.87549,1,1,1,0.70485,0.01252,0.01135,0.01192,0.01484
11.06.2012,99.117,1.26244,1.24795,1.2488,-0.88608,-0.8425,-0.94635,-1,-0.10538,0.04667,-0.23715,-0.73971,0.57456,-0.45444,-0.09296,-0.62495,0.10281,0.38514,0.43698,0.99485,0.96985,1,1,0.56628,0.37127,1,0.56628,0.37127,0.38846,1,0.1854,-0.62615,-0.58515,-0.77593,-0.09066,-0.26375,-0.68938,1,1,1,0.00433,0.54716,0.43414,0.67287,0.56087,0.2212,-0.13759,-0.37008,-0.3323,-1,0.33333,0,0.45455,0.38462,0.44879,0.92957,1,-0.92159,-0.87786,-0.33913,-0.48133,-0.54844,-0.39162,0.65109,-0.48772,-0.82323,1,1,1,0.56547,0.0128,0.01146,0.01193,0.01486
12.06.2012,-92.277,1.26671,1.24341,1.26073,-1,-1,-1,-1,-0.53035,-0.22938,-0.3463,-1,0.32002,0.16955,0.21189,0.50625,0.89868,0.87899,0.89023,1,1,1,1,0.91927,0.62863,1,0.91927,0.62863,0.62095,1,0.51701,-0.99571,-0.85776,-0.80247,-0.17457,-0.2963,-0.57634,1,1,1,1,0.89262,0.89012,-0.47542,0.13525,0.19044,-0.81994,-0.5737,-0.28163,-1,0.33333,0.5,0.27273,0.23077,0.49953,1,0.96747,0.52168,-0.81025,0.97839,-0.78744,-1,-0.00098,1,-0.65624,-0.76913,1,1,1,0.39807,0.0143,0.0119,0.01204,0.01491
13.06.2012,25.604,1.26181,1.24465,1.24957,-1,-1,-1,-1,-0.23814,-0.40666,-0.36645,-1,0.28216,-0.67151,-0.89765,-0.56708,0.08868,0.13953,0.4805,1,1,1,1,0.78789,0.74724,1,0.78789,0.74724,-0.05353,0.41885,0.27759,-0.93151,-0.89734,-0.83618,-0.07158,-0.17068,-0.53325,1,1,1,0.836,1,1,0.20224,0.06912,0.14228,-0.29438,-0.47713,-0.28219,-1,-0.11111,-0.25,-0.27273,-0.07692,0.56212,1,0.96658,-0.44088,-0.75614,-0.72622,-0.34291,-0.30851,-0.20457,0.46082,-0.76928,-0.73123,1,1,1,0.26313,0.01471,0.01213,0.01209,0.01493
14.06.2012,42.798,1.25373,1.24414,1.25265,-0.92276,-0.94939,-0.89558,-0.85612,-0.20631,-0.08794,-0.29571,-0.88771,0.42546,0.3335,-0.28516,0.67474,0.23339,0.3085,0.57867,0.92499,0.93675,0.91392,0.89146,0.72099,0.52952,0.89146,0.72099,0.52952,0.38586,0.26048,0.74751,-0.9274,-0.98143,-0.84713,-0.13483,-0.15275,-0.59613,0.49221,0.69555,0.85515,0.07871,0.65009,0.67454,0.23195,-0.33836,0.14254,-0.3626,-0.63618,-0.35049,-1,-0.11111,-0.5,0.09091,-0.07692,0.62982,1,0.86453,0.82529,-0.70718,0.32561,-0.46638,-0.50059,-0.06948,0.6149,-0.83302,-0.68701,0.94663,0.7627,1,0.18128,0.01398,0.01202,0.01203,0.01491
15.06.2012,34.376,1.26096,1.25112,1.25775,-0.76299,-0.83944,-0.79978,-0.72661,-0.37555,-0.00394,-0.28859,-0.78704,0.54512,-0.34794,0.03436,0.4185,0.79057,0.60153,0.72655,0.81193,0.84827,0.83195,0.78915,0.77401,0.4433,0.78915,0.77401,0.4433,0.05227,0.34684,1,-0.86857,-0.96746,-0.86144,0.08492,-0.27001,-0.79671,0.18506,0.48243,0.76288,-1,0.13591,0.54649,0.41223,-0.21954,0.12441,0.51444,-0.76379,-0.51494,-0.85714,-0.11111,-0.5,-0.09091,-0.07692,0.68842,1,0.62536,0.37504,-0.63079,0.47396,-0.66951,-0.81656,0.12239,0.83569,-0.88478,-0.64831,0.93378,0.58196,1,0.09683,0.01339,0.01195,0.01192,0.0149
18.06.2012,52.1,1.26457,1.25492,1.26185,-0.63108,-0.71842,-0.7239,-0.62717,-0.04016,-0.11724,-0.20415,-0.73732,0.63264,0.6012,0.49829,0.3642,0.80318,0.70981,0.79636,0.7162,0.7598,0.76532,0.70757,0.542,0.48779,0.70757,0.542,0.48779,0.79784,0.77244,1,-0.67447,-0.89085,-0.90701,0.17675,-0.20665,-0.96367,0.00386,0.31371,0.65315,-1,-0.27719,0.45136,0.68451,0.14202,0.0075,0.24683,-0.5237,-0.69828,-0.57143,-0.11111,0,-0.27273,0.23077,0.72844,1,0.41915,0.51506,-0.51387,0.39904,-0.83162,-1,0.27557,0.9588,-0.91536,-0.69466,0.84972,0.45644,1,0.04215,0.01297,0.01192,0.01193,0.0148
19.06.2012,-72.744,1.27463,1.25909,1.26806,-0.65797,-0.70648,-0.7624,-0.70893,-0.05639,-0.13768,-0.28513,-0.88699,0.56978,0.07803,-0.40429,-0.21877,0.88943,1,0.93329,0.75656,0.78102,0.80943,0.77493,0.58255,0.5217,0.77493,0.58255,0.5217,0.94727,0.51802,0.97463,-0.7554,-0.61033,-0.93119,0.13217,0.31859,-0.90124,0.25329,0.46309,0.76911,-0.20115,-0.87439,0.29242,0.60524,0.61469,-0.06233,0.17489,0.1166,-0.73286,-0.28571,-0.11111,0,-0.27273,0.07692,0.75068,1,0.39805,0.17149,-0.36894,0.55235,-0.76575,-0.62729,0.48523,1,-0.95428,-0.69032,0.993,0.51741,1,-0.05042,0.01334,0.01204,0.01192,0.01477
20.06.2012,62.934,1.26827,1.25561,1.2594,-0.70679,-0.69943,-0.74046,-0.68459,-0.08101,-0.2055,-0.54677,-0.9953,0.59295,-0.63852,0.07122,-0.82627,0.03559,0.30582,0.51168,0.77182,0.76951,0.79131,0.75501,0.58778,0.55804,0.75501,0.58778,0.55804,0.29067,0.65797,0.69267,-0.89074,-0.70639,-0.94098,0.03039,0.28751,-0.57536,0.21346,0.42642,0.75954,0.08087,-1,0.23349,0.37653,0.50382,-0.08698,-0.0951,0.15416,-0.54317,-0.28571,-0.11111,0,0.09091,-0.07692,0.75999,1,0.37004,-0.4142,-0.24217,-0.53734,-0.42334,-0.11048,0.24469,0.53547,-1,-0.55061,0.98679,0.50511,1,-0.29538,0.01324,0.01206,0.0119,0.01475
21.06.2012,-17.545,1.27295,1.25675,1.26693,-0.7466,-0.76257,-0.78966,-0.77654,-0.54852,-0.11285,-0.40745,-1,0.50776,0.09209,0.17686,-0.13456,0.57367,0.60504,0.75204,0.8203,0.82881,0.84294,0.82925,0.88844,0.52378,0.82925,0.88844,0.52378,0.42919,0.80503,0.65911,-0.86734,-0.8739,-0.95034,-0.05909,0.25646,-0.36676,0.42564,0.56971,0.86188,0.49588,-0.30809,0.40557,0.4363,0.18453,-0.11457,-0.23538,0.23279,-0.33092,0,-0.33333,-0.25,-0.09091,0.07692,0.76162,1,0.46444,0.27936,-0.13883,0.64981,-0.72134,-0.40566,0.49306,0.78743,-1,-0.51992,1,0.58035,1,-0.36854,0.01366,0.01222,0.01196,0.01477
22.06.2012,-95.246,1.27421,1.26358,1.26483,-0.61137,-0.67958,-0.69472,-0.67506,-0.56963,-0.01032,-0.23677,-0.86376,0.59336,-0.40894,-0.48691,-0.46914,0.48487,0.3822,0.63303,0.72298,0.75732,0.76702,0.74729,0.87217,0.43291,0.74729,0.87217,0.43291,0.03637,0.51095,0.53897,-0.79315,-0.91008,-0.9032,0.02222,0.2283,-0.28767,0.157,0.39178,0.7525,-0.03272,-0.25371,0.13091,0.56923,0.07559,0.06123,-0.0953,0.01497,-0.14422,0.28571,-0.55556,-0.5,-0.27273,-0.23077,0.75967,0.97293,0.68354,-0.79737,-0.01744,-0.05616,-0.63859,-0.28051,0.44397,0.59011,-0.97768,-0.43732,0.93892,0.43197,1,-0.26295,0.01323,0.01214,0.01197,0.01472
25.06.2012,-33.965,1.26979,1.25183,1.25341,-0.83579,-0.83689,-0.80487,-0.8252,-1,-0.23758,-0.353,-0.92256,0.45543,-0.17211,-0.95177,-0.4754,-0.3615,-0.23335,0.14276,0.8764,0.87748,0.86445,0.86752,1,0.61108,0.86752,1,0.61108,-0.08193,-0.13233,0.4244,-0.7176,-0.86928,-0.91239,0.13277,0.19664,-0.29015,0.52015,0.64634,0.93914,0.38468,0.40042,0.25936,0.66664,0.21154,0.0438,0.11998,-0.16141,-0.16444,0,-0.33333,-0.25,-0.09091,-0.23077,0.75675,0.90059,0.73652,-0.85981,0.06552,-0.74275,-0.18373,0.40744,0.11568,0.02894,-0.97857,-0.46433,1,0.60443,1,-0.25234,0.0139,0.01234,0.01199,0.01472
26.06.2012,17.626,1.25824,1.24841,1.24935,-0.82696,-0.79532,-0.74041,-0.69803,-0.06302,-0.05059,-0.27086,-0.7893,0.52074,-0.54747,-0.65736,-1,-0.22819,-0.281,0.00834,0.83356,0.81871,0.79531,0.76593,0.45213,0.46439,0.76593,0.45213,0.46439,-0.65495,-0.58435,-0.01263,-0.46737,-0.73732,-0.91473,0.25167,-0.16491,-0.27473,0.17729,0.42041,0.80043,-0.19358,-0.17958,-0.44694,0.86266,0.49194,0.05122,0.20993,-0.33103,-0.13943,0.14286,-0.11111,0.25,0.09091,-0.07692,0.75417,0.86035,0.73681,-0.84369,0.09558,-0.20305,-0.02002,0.69993,0.01818,-0.14312,-0.98356,-0.45399,0.94947,0.38594,1,-0.25549,0.01332,0.01226,0.01195,0.01466
27.06.2012,-14.381,1.25246,1.247,1.25144,-0.64803,-0.68757,-0.59429,-0.41635,0.14941,0.17015,-0.08462,-0.63418,0.72389,0.12591,0.53839,0.57573,0.3853,-0.07268,0.06139,0.65419,0.67495,0.63172,0.52571,0.23189,0.23712,0.52571,0.23189,0.23712,-0.44706,-0.11201,0.35634,-0.83491,-0.51137,-0.91135,0.02012,0.06135,-0.25111,-0.36102,0.01586,0.52628,-0.48456,-0.74808,-0.97053,0.52506,0.76906,0.07985,-0.10069,-0.02517,-0.08914,0.28571,-0.55556,0,-0.27273,-0.07692,0.75238,0.88977,0.74598,0.69286,0.10033,0.26608,-0.10443,0.57218,0.1128,-0.01079,-0.98715,-0.42858,0.78756,0.0308,1,-0.25035,0.0122,0.01193,0.01186,0.01462
