DDMMYYYY, target, H, L, C, velocity3N, velocity5N, velocity10N, accel3N, accel5N, accel10N, cubic10N, cubic25N, cubic50N,"	mom3N", mom5N, mom10N, closeDevMA3N, closeDevMA5N, closeDevMA10N, linDev3N, linDev5N, linDev10N, quadDev3N, quadDev5N, quadDev10N, cubicDev3N, cubicDev5N, cubicDev10N, apc3N, apc5N, apc10N, priceVarRat3N, priceVarRat5N, priceVarRat10N, deltaPVR3N, deltaPVR5N, deltaPVR10N, atrRat3N, atrRat5N, atrRat10N, deltaATRrat3N, deltaATRrat5N, deltaATRrat10N, bWdith3N, bWdith5N, bWdith10N, deltabWidth3N, deltabWidth5N, deltabWidth10N, MMIFasterN, MMIFastestN," 	deltaMMIFastest3N", deltaMMIFastest5N, deltaMMIFastest10N, HurstMod, HurstFast, HurstFaster, ibsOneN, trendNorm, ctoCNorm, highDistNorm, lowDistNorm, trendDevSlowNorm, trendDevFastNorm, priceVRSNorm, priceVRFNorm, atrRatSlowNorm, atrRatFastNorm, bWidthSlowNorm, bWidthFastNorm, ATRWeek, ATRFast, ATRMod, ATRSlow
02.01.2009,190.433,1.3841,1.384,1.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0, -1.#IND0, -1.#IND0,0.0065,0.0065,0.0065,0.0065
05.01.2009,-420.613,1.3968,1.3839,1.3965,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,0,0,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1, -1.#IND0, -1.#IND0,0.00741,0.00676,0.00656,0.00653
06.01.2009,-359.36,1.3986,1.3661,1.3678,-1,-1,-1,0.34598,0.41065,0.65714,0.46472,0.70712,0.76594,-1,-1,-1,-1,-1,-1,1,1,1,0.09277,0.04915,-0.19152,0.09277,0.04915,-0.19152,-1,-1,-1,0.08482,0.55185,0.81105,0.08482,0.55185,0.81105,1,1,1,1,1,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,0.92034,0.75909,1,1, -1.#IND0, -1.#IND0,0.011,0.00779,0.00682,0.00663
07.01.2009,235.312,1.371,1.3397,1.3424,-1,-1,-1,0.0575,0.02322,0.02625,0.00884,-0.0062,-0.17139,-0.68593,-0.68593,-0.68593,-1,-1,-1,1,1,1,0.43873,0.45668,0.34478,0.43873,0.45668,0.34478,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.94074,-0.85965,-0.85965,-0.85965,-0.85965,1,1,1,-0.92655,-1,-0.86417,1,0.80246,-1,-1,1,1,1,1, -1.#IND0, -1.#IND0,0.0139,0.00873,0.00707,0.00673
08.01.2009,-53.688,1.3623,1.3311,1.3596,-1,-1,-1,-0.10741,-0.07685,0.12694,-0.03444,0.14363,0.07528,0.24071,0.39944,0.39944,0.66652,0.11775,-0.10067,1,1,1,0.59917,0.58534,0.36772,0.59917,0.58534,0.36772,-0.5678,-0.32414,-0.32414,0.07283,0.56666,0.80654,-1,0.56666,0.80654,1,1,1,1,1,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.94558,-0.85965,-0.85965,-0.85965,-0.85965,1,1,1,0.86309,-1,1,0.36709,-1,-0.30352,-0.10794,0.91637,0.76393,1,1, -1.#IND0, -1.#IND0,0.01637,0.00963,0.00731,0.00683
09.01.2009,108.626,1.3747,1.3533,1.3556,-0.94735,-1,-1,-0.14535,-0.2092,0.03356,-0.18873,0.12902,0.16842,0.5627,-0.11002,-0.11002,0.66387,0.23618,-0.09215,0.9977,1,1,0.63231,0.65939,0.42451,0.63231,0.65939,0.42451,0.33405,-0.44356,-0.44356,-0.87604,0.17824,0.63314,-1,0.17824,0.63314,0.82132,1,1,-0.28525,1,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.89116,-0.7193,1,-0.7193,-0.7193,1,1,1,-0.88064,-1,0.06393,0.51285,-0.707,-0.40931,-0.07809,0.84141,0.53416,1,1, -1.#IND0, -1.#IND0,0.01709,0.0101,0.00745,0.00688
12.01.2009,-361.771,1.3799,1.3534,1.3639,-0.97842,-1,-1,-0.20773,-0.19889,-0.11277,-0.23869,0.02837,0.13602,0.77437,0.02426,0.17924,0.70124,0.75407,0.26709,1,1,1,0.68358,0.67986,0.50738,0.68358,0.67986,0.50738,1,-0.36895,-0.13115,-0.81921,-0.27649,0.46733,-1,-1,0.46733,0.86047,1,1,-0.82973,0.90833,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,1,-0.57895,-0.57895,1,1,1,-0.25594,-1,0.6043,0.21136,-1,-0.07027,0.32608,0.76973,0.29631,1,1, -1.#IND0, -1.#IND0,0.01843,0.01075,0.00764,0.00696
13.01.2009,-122.962,1.3749,1.3325,1.335,-1,-1,-1,-0.33366,-0.76286,-0.17618,-0.35565,-0.05084,0.0464,-0.91768,-0.03179,-0.58097,-0.08098,0.0889,-0.25659,1,1,1,0.77514,0.91787,0.57092,0.77514,0.91787,0.57092,-0.23944,-0.30014,-1,-0.90735,-0.84589,0.26633,-0.56063,-1,0.26633,1,1,1,-0.57696,0.58544,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,1,1,-0.57895,1,1,1,-0.9856,-1,-1,1,0.8528,-1,-0.67389,0.68284,-0.01912,1,1, -1.#IND0, -1.#IND0,0.02186,0.01202,0.00799,0.0071
14.01.2009,-27.892,1.3445,1.3221,1.325,-1,-1,-1,-0.33818,-0.30574,-0.13557,-0.34812,-0.00976,0.10869,-0.13347,0.27736,-0.21009,-0.07412,-0.09539,-0.34158,1,1,1,0.77809,0.76713,0.55901,0.77809,0.76713,0.55901,-0.38218,0.24914,-1,-0.8134,-0.78043,0.09988,-0.01453,-1,0.09988,0.716,0.88082,1,-0.75841,-0.12786,1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,0.87692,0.88406,-0.57895,1,1,1,-0.83307,-1,-0.18602,1,0.91706,-1,-0.85162,0.61089,-0.30601,1,0.91106, -1.#IND0, -1.#IND0,0.02193,0.01243,0.00813,0.00717
15.01.2009,-76.823,1.3335,1.314,1.3227,-1,-1,-1,-0.32981,-0.2956,-0.09772,-0.30525,0.02975,0.17191,-0.21839,-0.39066,-0.05973,0.34027,0.04061,-0.24781,0.99961,1,1,0.7725,0.7608,0.54372,0.7725,0.7608,0.54372,-0.6433,-0.39087,-1,-0.9196,-0.70983,-0.05223,-0.09991,-0.73339,-0.05223,0.44429,0.72442,0.96435,-1,-0.72836,0.96435, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,0.75385,0.88406,-0.57895,1,1,1,-0.14792,-1,0.15259,1,0.53217,-1,-0.66627,0.54513,-0.59148,1,0.79056, -1.#IND0, -1.#IND0,0.02159,0.01272,0.00825,0.00722
16.01.2009,64.725,1.3259,1.3092,1.3163,-0.98516,-1,-0.99932,-0.3096,-0.25441,-0.06154,-0.26378,0.07113,0.24501,0.41344,-0.06376,-0.13988,0.32749,0.06597,-0.25277,0.99131,0.99662,0.99501,0.75877,0.73949,0.52436,0.75877,0.73949,0.52436,-0.05417,-0.45234,-1,-0.97311,-0.75228,-0.2182,-0.08178,-0.55037,-0.2182,0.18575,0.54258,0.88923,-1,-0.97195,0.88923, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,0.75385,0.76812,-0.57895,1,1,1,-0.19336,-1,-0.02973,1,0.63597,-1,-0.62044,0.47338,-0.93191,0.99754,0.6453, -1.#IND0, -1.#IND0,0.02089,0.01288,0.00833,0.00725
19.01.2009,83.706,1.3275,1.3025,1.3218,-0.99969,-1,-1,-0.33143,-0.27801,-0.08898,-0.3016,0.0487,0.22947,0.28528,-0.06419,-0.03282,0.57852,0.48412,0.0931,0.99985,1,1,0.77356,0.75547,0.54138,0.77356,0.75547,0.54138,0.34631,-0.52077,-1,-0.99561,-0.90621,-0.42992,-0.14276,-0.39123,-1,0.22476,0.5521,0.93614,-0.71673,-1,0.80235, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.83673,-0.57895,0.75385,0.65217,-0.57895,1,1,0.97069,0.55705,-1,0.49855,0.85809,-0.17149,-0.76947,-0.11926,0.39194,-1,1,0.61571, -1.#IND0, -1.#IND0,0.02148,0.01336,0.0085,0.00732
20.01.2009,-358.328,1.3385,1.3185,1.329,-0.94932,-0.96127,-0.98136,-0.32075,-0.28362,-0.13825,-0.26996,0.04801,0.24763,0.16734,0.66663,0.6501,0.77155,0.72987,0.36393,0.98525,0.98824,0.99314,0.76642,0.75358,0.55417,0.76642,0.75358,0.55417,0.58085,0.63847,-0.06765,-0.98667,-0.97256,-0.68823,-0.08246,-0.12509,-1,0.08392,0.43767,0.88742,-0.60196,-1,0.24997, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.78231,-0.4386,0.87692,0.76812,1,1,1,1,-0.03715,-1,0.5725,0.22245,-0.63966,-0.4987,0.36122,0.29559,-1,1,0.50636, -1.#IND0, -1.#IND0,0.02111,0.01358,0.0086,0.00737
21.01.2009,-53.401,1.3307,1.292,1.2971,-1,-1,-1,-0.39633,-0.75708,-0.19559,-0.36252,-0.03897,0.11954,-0.43833,-0.38018,-0.13554,-0.12015,0.01559,-0.23428,1,1,1,0.81473,0.92334,0.59591,0.81473,0.92334,0.59591,-0.02947,-0.00338,-0.14347,-0.98077,-0.9803,-0.71891,-0.05135,-0.16382,-1,0.47335,0.70111,1,-0.0337,-0.63272,0.07615, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.78231,-0.29825,1,0.88406,1,1,1,1,-0.82806,-1,-1,1,0.76419,-1,-0.72008,0.21162,-1,1,0.63457, -1.#IND0, -1.#IND0,0.02362,0.01459,0.0089,0.0075
22.01.2009,132.088,1.3018,1.2843,1.2923,-1,-1,-1,-0.37533,-0.38012,-0.1146,-0.32335,-0.00447,0.17168,-0.18589,-0.05741,-0.3721,0.03191,0.02981,-0.22051,1,0.99808,0.9967,0.80182,0.80307,0.56463,0.80182,0.80307,0.56463,-0.27263,-0.06866,-0.67664,-0.94798,-0.94928,-0.68971,-0.0224,-0.18476,-0.88026,0.19214,0.51476,0.90748,-0.31452,-0.66148,-0.3408, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.78231,-0.4386,0.87692,0.76812,0.89041,1,1,0.74532,-0.12415,-1,0.11207,1,0.56611,-1,-0.61896,0.14599,-0.899,0.97699,0.48736, -1.#IND0, -1.#IND0,0.02275,0.0147,0.00899,0.00754
23.01.2009,-210.808,1.3085,1.2823,1.3044,-0.99446,-1,-1,-0.39121,-0.45949,-0.13226,-0.32625,-0.02035,0.14737,0.06809,0.28674,0.24625,0.74409,0.43176,0.19462,1,1,1,0.8116,0.83213,0.57532,0.8116,0.83213,0.57532,-0.14673,0.49848,-0.27128,-0.98892,-0.94733,-0.75637,-0.04852,-0.16127,-0.82285,0.21061,0.51684,0.92943,-0.17481,-0.48493,-0.41942, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.72789,-0.15789,1,1,1,1,1,0.71945,0.71175,-1,0.81571,0.70683,-0.37682,-0.63339,0.17054,0.06147,-1,1,0.45286, -1.#IND0, -1.#IND0,0.02324,0.01516,0.00916,0.00761
26.01.2009,119.729,1.3028,1.2806,1.2847,-0.98782,-1,-1,-0.40936,-0.37203,-0.16815,-0.37513,-0.0413,0.11351,0.17005,-0.40886,-0.4482,0.21459,0.11256,-0.06174,1,1,1,0.82245,0.81118,0.59177,0.82245,0.81118,0.59177,0.1558,-0.22901,-0.89026,-0.99937,-0.95384,-0.86261,-0.05708,-0.08328,-0.79082,0.24356,0.53379,0.95947,-0.48744,-0.4778,-0.55235, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.67347,0.12281,1,1,1,1,1,0.85966,-0.79178,-1,-0.50966,1,0.82912,-1,-0.38425,-0.03103,-1,1,0.42901, -1.#IND0, -1.#IND0,0.02386,0.01566,0.00934,0.00769
27.01.2009,300.789,1.3034,1.2764,1.2961,-1,-1,-1,-0.42233,-0.50442,-0.18681,-0.39532,-0.05533,0.09135,0.23591,0.05338,0.58959,0.55532,0.58265,0.28756,1,1,1,0.82999,0.85344,0.60112,0.82999,0.85344,0.60112,0.52784,-0.09546,0.07635,-0.99746,-0.98789,-0.90543,-0.07325,-0.06619,-0.70575,0.2388,0.52779,0.97255,-0.245,-0.37372,-0.91094, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.67347,-0.01754,1,0.79221,0.8961,1,1,1,0.46538,-1,0.78951,-0.07141,-0.22395,-0.65953,0.31069,-0.11881,-1,1,0.39241, -1.#IND0, -1.#IND0,0.02431,0.01611,0.00952,0.00777
28.01.2009,33.371,1.3278,1.293,1.3255,-0.98536,-0.99624,-1,-0.4562,-0.57914,-0.34336,-0.45084,-0.10338,0.00956,0.22374,0.83476,0.52981,1,1,0.90316,1,1,1,0.84899,0.88216,0.65345,0.84899,0.88216,0.65345,0.88597,1,0.95178,-0.98497,-0.98471,-0.93468,-0.04527,-0.06041,-0.63196,0.39747,0.64184,1,-0.12205,-0.51712,-0.82475, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.61905,0.26316,1,0.8961,1,1,1,1,0.90733,-1,1,-0.72591,-1,0.09302,1,-0.22702,-1,1,0.43157, -1.#IND0, -1.#IND0,0.02581,0.01686,0.00977,0.00788
29.01.2009,-221.281,1.3329,1.3117,1.3288,-0.93654,-0.96112,-0.97479,-0.44153,-0.4607,-0.34768,-0.43664,-0.08639,0.01808,0.3068,0.09786,0.0621,0.69567,0.92197,0.96774,0.98722,0.99014,0.99229,0.84094,0.84605,0.65134,0.84094,0.84605,0.65134,1,1,1,-0.97466,-0.9715,-0.94051,-0.0344,-0.06984,-0.55329,0.1858,0.49988,0.92499,-0.33657,-0.4745,-0.8707, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.56463,0.54386,1,1,1,1,1,0.97591,0.6319,-0.92248,0.14636,-0.79756,-1,0.21065,1,-0.33675,-0.9877,0.98122,0.31577, -1.#IND0, -1.#IND0,0.02515,0.01704,0.00989,0.00793
30.01.2009,-181.679,1.3328,1.304,1.3065,-0.97414,-0.9618,-0.97559,-0.45263,-0.51367,-0.30607,-0.50413,-0.10113,-0.01224,-0.46308,-0.47153,-0.2248,-0.01609,0.40767,0.5241,0.99709,0.99237,0.99441,0.84705,0.86351,0.64258,0.84705,0.86351,0.64258,0.38664,0.33774,0.69483,-0.99895,-0.97019,-0.94328,-0.04812,-0.07018,-0.46553,0.20595,0.50479,0.93675,-0.31472,-0.47179,-0.78278, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.56463,0.68421,1,0.90588,1,1,1,0.86029,-0.92537,-0.83272,-0.68449,-0.3063,-0.1414,-0.27654,0.32839,-0.44985,-0.95711,1,0.28807, -1.#IND0, -1.#IND0,0.02567,0.01751,0.01008,0.00801
02.02.2009,-114.588,1.3178,1.2862,1.2878,-1,-0.99919,-0.99445,-0.47103,-0.42989,-0.48846,-0.44862,-0.1326,-0.04139,-0.63892,-0.00099,-0.3295,-0.17248,-0.01225,0.21804,1,1,1,0.85689,0.84575,0.69461,0.85689,0.84575,0.69461,-0.45993,0.373,0.21141,-0.98888,-0.97319,-0.94784,-0.04939,-0.06832,-0.35412,0.26657,0.54347,0.97045,-0.40071,-0.45093,-0.79304, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.56463,0.82456,0.8961,0.81176,1,1,1,0.82154,-1,-0.80582,-0.57714,0.11877,0.60151,-0.67672,-0.18475,-0.56865,-0.9162,1,0.28344, -1.#IND0, -1.#IND0,0.02652,0.01807,0.01029,0.00811
03.02.2009,79.174,1.2924,1.2705,1.2759,-1,-1,-0.98449,-0.45177,-0.41226,-0.58418,-0.42321,-0.12138,0.00217,-0.21204,-0.31854,-0.26146,-0.03691,-0.21059,0.06485,1,1,0.99456,0.8465,0.83541,0.71746,0.8465,0.83541,0.71746,-0.71668,-0.06382,-0.16895,-0.97505,-0.96334,-0.95451,-0.04754,-0.04509,-0.21879,0.04017,0.37851,0.86954,-0.41363,-0.60351,-0.85406, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.56463,0.82456,0.68831,0.90588,0.91753,1,1,0.87744,-0.5113,-0.87507,-0.35743,0.27034,0.84345,-0.90134,-0.40275,-0.67384,-0.87298,0.96,0.15216, -1.#IND0, -1.#IND0,0.02552,0.01813,0.01038,0.00815
04.02.2009,108.938,1.2913,1.2711,1.2842,-0.97259,-1,-0.97878,-0.4364,-0.42349,-0.32713,-0.48582,-0.10475,0.03691,0.37534,-0.28017,0.49812,0.40723,0.15782,0.2581,0.99179,0.99897,0.99069,0.83798,0.83409,0.64437,0.83798,0.83409,0.64437,-0.18208,-0.45782,0.67427,-0.9936,-0.95859,-0.95363,-0.04453,-0.04426,-0.20182,-0.09838,0.25584,0.78496,-0.55281,-0.83074,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.5102,0.96491,0.68831,0.81176,0.91753,1,1,0.87963,0.29116,-0.96176,0.31747,0.07742,0.50642,-0.63178,0.0036,-0.70876,-0.82892,0.92572,0.04129, -1.#IND0, -1.#IND0,0.02476,0.01821,0.01048,0.0082
05.02.2009,-120.271,1.307,1.28,1.2958,-0.93218,-0.98839,-0.98888,-0.44443,-0.40915,-0.44698,-0.59778,-0.11656,0.02318,0.37043,0.09243,0.1943,0.65969,0.5808,0.50098,0.98462,0.9979,0.99429,0.8425,0.83245,0.67913,0.8425,0.83245,0.67913,0.33858,-0.30125,0.99632,-0.99491,-0.97539,-0.95724,-0.0505,-0.06014,-0.21946,-0.0526,0.25971,0.77726,-0.56583,-0.69076,-0.91774, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.45578,0.96491,0.58442,0.62353,1,1,1,0.6928,0.15441,-0.97188,0.42483,-0.18806,0.04262,-0.29463,0.4307,-0.73872,-0.81788,0.9355,0.01176, -1.#IND0, -1.#IND0,0.02508,0.01856,0.01065,0.00828
06.02.2009,-33.403,1.2976,1.2792,1.2829,-0.93157,-0.95837,-0.97978,-0.42322,-0.72157,-0.42128,-0.49663,-0.09297,0.0674,-0.0263,0.09797,-0.32887,0.22197,0.39028,0.26148,0.98064,0.98779,0.9886,0.8305,0.91626,0.66807,0.8305,0.91626,0.66807,0.32778,-0.12049,0.49962,-0.99704,-0.99276,-0.95692,-0.05885,-0.07002,-0.18344,-0.20726,0.12658,0.67916,-0.50291,-0.82327,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.45578,0.82456,0.48052,0.43529,0.75258,1,1,0.58168,-0.67508,-0.95651,-0.38832,0.10747,0.55892,-0.54966,0.10639,-0.79264,-0.71968,0.88808,-0.10784, -1.#IND0, -1.#IND0,0.02412,0.01855,0.01073,0.00832
09.02.2009,96.386,1.2905,1.2746,1.2793,-0.93725,-0.93297,-0.9666,-0.39462,-0.47033,-0.36414,-0.43318,-0.06569,0.12584,-0.16566,0.17412,0.18715,0.15357,0.33927,0.17499,0.97681,0.97691,0.98054,0.81362,0.83628,0.64563,0.81362,0.83628,0.64563,0.1246,0.15938,0.84148,-0.99694,-0.99559,-0.9549,-0.04909,-0.06993,-0.12521,-0.36397,-0.0193,0.56456,-0.51884,-1,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.45578,0.82456,0.37662,0.34118,0.58763,1,0.98887,0.55043,-0.47098,-0.97043,-0.08035,0.19101,0.70486,-0.57622,0.08812,-0.85725,-0.48339,0.82668,-0.24233, -1.#IND0, -1.#IND0,0.02295,0.01845,0.01078,0.00835
10.02.2009,9.034,1.2992,1.2746,1.2898,-0.91109,-0.93327,-0.97343,-0.39336,-0.90799,-0.20171,-0.40049,-0.08144,0.13112,-0.02773,0.26636,-0.02519,0.54202,0.53407,0.43269,0.97059,0.97679,0.98192,0.81288,0.96869,0.59679,0.81288,0.96869,0.59679,0.10186,0.55881,0.80101,-0.99925,-0.99671,-0.95787,-0.04961,-0.07573,-0.10378,-0.33589,-0.03767,0.52769,-0.53436,-0.85932,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.40136,0.96491,0.48052,0.43529,0.75258,1,1,0.40274,0.14398,-0.95796,0.38981,-0.05134,0.28147,-0.2657,0.46385,-0.8966,-0.28657,0.8093,-0.28997, -1.#IND0, -1.#IND0,0.02287,0.01861,0.01089,0.0084
11.02.2009,65.195,1.3093,1.2809,1.2908,-0.90729,-0.94505,-0.98351,-0.41389,-0.39115,-0.19504,-0.39839,-0.11532,0.09403,0.15887,-0.10642,-0.36296,0.48674,0.52331,0.53696,0.97361,0.98325,0.98784,0.82511,0.8182,0.60096,0.82511,0.8182,0.60096,0.33223,0.4209,0.23308,-0.99774,-0.99656,-0.96592,-0.0477,-0.07817,-0.09239,-0.20164,0.03362,0.55273,-0.28099,-0.67317,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.29252,1,0.68831,0.43529,0.6701,1,1,0.28761,-0.35653,-0.89475,0.0731,-0.07422,0.24151,-0.19278,0.50436,-0.91888,-0.25764,0.82874,-0.26877, -1.#IND0, -1.#IND0,0.02366,0.019,0.01107,0.00848
12.02.2009,-114.655,1.3074,1.2835,1.2981,-0.91858,-0.93509,-0.97503,-0.41491,-0.50043,-0.28775,-0.4281,-0.10777,0.09457,0.12069,-0.06824,0.0359,0.51662,0.68849,0.76785,0.9763,0.98121,0.98614,0.8257,0.85046,0.628,0.8257,0.85046,0.628,0.50452,0.33585,0.30591,-0.99959,-0.99754,-0.98131,-0.04873,-0.0698,-0.09752,-0.21113,0.01735,0.52602,-0.15187,-0.6925,-0.95774, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.34694,1,0.68831,0.43529,0.50515,1,0.92724,0.30579,0.2099,-0.81856,0.28132,-0.24234,-0.04836,0.02787,0.71621,-0.93044,-0.5653,0.81672,-0.30412, -1.#IND0, -1.#IND0,0.02369,0.01919,0.0112,0.00854
13.02.2009,47.54,1.2997,1.2831,1.2852,-0.9084,-0.91405,-0.94338,-0.38907,-0.35507,-0.53984,-0.62336,-0.09682,0.14607,-0.30222,-0.01428,0.09531,0.16925,0.36108,0.52617,0.96918,0.97156,0.97429,0.81028,0.79965,0.69739,0.81028,0.79965,0.69739,0.12828,0.3469,0.51154,-0.99978,-0.99785,-0.99517,-0.04761,-0.06078,-0.10349,-0.36651,-0.10625,0.42741,-0.31277,-0.68335,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.29252,0.73333,0.37662,0.34118,0.25773,1,0.78878,0.56597,-0.83614,-0.75342,-0.38755,-0.28136,0.4661,-0.23514,0.3405,-0.93782,-0.94886,0.75922,-0.41757, -1.#IND0, -1.#IND0,0.02268,0.01909,0.01125,0.00858
16.02.2009,-125.839,1.2941,1.2721,1.2906,-0.91508,-0.92695,-0.94012,-0.38736,-0.38162,-0.38661,-0.57842,-0.13267,0.15098,0.03941,0.09603,0.27932,0.34002,0.4408,0.64589,0.97038,0.97419,0.97318,0.80922,0.80722,0.65087,0.80922,0.80722,0.65087,0.19683,0.49741,0.97499,-0.99953,-0.99909,-0.99694,-0.04828,-0.05993,-0.10199,-0.3647,-0.12666,0.39191,-0.42891,-0.56294,-1, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.2381,0.86667,0.37662,0.43529,0.25773,1,0.81215,0.78188,0.70665,-0.70335,0.2194,-0.59213,0.2495,-0.05694,0.52135,-0.94376,-0.98899,0.73746,-0.45771, -1.#IND0, -1.#IND0,0.02258,0.01921,0.01136,0.00863
17.02.2009,-109.067,1.2937,1.2726,1.2762,-0.91495,-0.93095,-0.93887,-0.37715,-0.33062,-0.48208,-0.60753,-0.15986,0.17108,-0.27737,-0.31688,-0.04476,0.11188,0.13716,0.3026,0.96845,0.97319,0.97092,0.80293,0.78819,0.67809,0.80293,0.78819,0.67809,-0.1434,0.07759,0.95252,-0.99933,-0.99812,-0.99809,-0.0472,-0.05883,-0.09902,-0.41046,-0.17778,0.33655,-0.46073,-0.59437,-0.96232, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.29252,0.6,0.16883,0.15294,0.09278,1,0.97808,0.64605,-0.71669,-0.67078,-0.44033,-0.26506,0.89684,-0.35408,0.13031,-0.96097,-0.96688,0.70235,-0.51948, -1.#IND0, -1.#IND0,0.02219,0.01923,0.01144,0.00868
18.02.2009,-35.488,1.2825,1.2601,1.2636,-0.93231,-0.94649,-0.95288,-0.37957,-0.33327,-0.3052,-0.36709,-0.18452,0.16512,-0.01356,-0.17973,-0.26788,-0.06287,-0.05046,0.0496,0.97294,0.97723,0.97458,0.8044,0.78979,0.62432,0.8044,0.78979,0.62432,-0.13287,-0.14469,0.56671,-0.99853,-0.99622,-0.99565,-0.04668,-0.0579,-0.09818,-0.39325,-0.18299,0.31115,-0.30936,-0.66779,-0.91336, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0, -1.#IND0,-0.2381,0.6,0.37662,0.05882,0.01031,1,1,0.52914,-0.77191,-0.66369,-0.38477,0.02725,0.92004,-0.60677,-0.18481,-0.96102,-0.84502,0.6841,-0.54511, -1.#IND0, -1.#IND0,0.02222,0.01936,0.01155,0.00873
